105,4691,352.2,179.6,65.6,51.6,0.7900000214576721,-1,-1,-1
135,4691,378.1,189.3,58.5,45.9,0.6200000047683716,-1,-1,-1
150,4691,382.5,155.7,75.5,59.7,0.7400000095367432,-1,-1,-1
750,4707,209.0,22.5,19.8,37.9,0.8399999737739563,-1,-1,-1
765,4707,211.1,19.0,17.5,33.5,0.8299999833106995,-1,-1,-1
780,4707,209.6,18.0,15.9,30.4,0.8100000023841858,-1,-1,-1
795,4707,206.9,15.7,14.9,28.6,0.800000011920929,-1,-1,-1
795,4713,162.0,41.2,30.6,46.9,0.8199999928474426,-1,-1,-1
810,4707,206.2,14.6,13.9,26.5,0.6100000143051147,-1,-1,-1
825,4707,208.6,14.0,12.5,23.8,0.699999988079071,-1,-1,-1
825,4717,196.3,34.2,31.9,43.9,0.7599999904632568,-1,-1,-1
825,4713,161.5,38.9,31.6,48.7,0.7099999785423279,-1,-1,-1
840,4707,213.1,12.6,11.1,21.2,0.699999988079071,-1,-1,-1
1740,4723,205.1,20.5,18.7,29.0,0.8100000023841858,-1,-1,-1
1755,4723,211.0,18.3,16.5,25.7,0.8199999928474426,-1,-1,-1
1770,4723,216.9,15.8,14.2,22.1,0.5899999737739563,-1,-1,-1
1785,4723,219.5,12.8,13.5,21.0,0.14000000059604645,-1,-1,-1
1800,4723,221.9,12.7,11.9,18.8,0.5199999809265137,-1,-1,-1
1815,4723,222.5,11.5,12.6,20.2,0.1599999964237213,-1,-1,-1
2250,4734,212.7,49.4,41.3,67.1,0.8700000047683716,-1,-1,-1
2265,4734,217.5,40.9,35.5,57.9,0.6399999856948853,-1,-1,-1
2280,4734,207.4,40.2,28.4,46.8,0.800000011920929,-1,-1,-1
2490,4741,213.4,22.8,13.8,28.2,0.6499999761581421,-1,-1,-1
2505,4741,215.8,20.7,12.5,25.5,0.3499999940395355,-1,-1,-1
2520,4741,218.9,18.0,11.5,23.3,0.5099999904632568,-1,-1,-1
2535,4741,222.7,15.3,11.8,24.0,0.5099999904632568,-1,-1,-1
2550,4741,228.6,13.3,10.5,21.2,0.6399999856948853,-1,-1,-1
2565,4741,233.3,12.8,9.5,19.0,0.550000011920929,-1,-1,-1
2580,4741,236.8,11.6,9.1,18.2,0.3499999940395355,-1,-1,-1
6195,4781,248.9,49.3,36.4,76.9,0.8899999856948853,-1,-1,-1
6210,4781,250.3,36.0,32.1,68.0,0.8700000047683716,-1,-1,-1
6225,4781,249.4,27.0,26.3,55.8,0.8100000023841858,-1,-1,-1
6240,4781,247.7,22.2,20.6,43.5,0.6800000071525574,-1,-1,-1
6255,4781,245.2,20.9,16.1,33.9,0.18000000715255737,-1,-1,-1
6840,4791,330.7,81.4,50.7,61.3,0.8600000143051147,-1,-1,-1
6855,4791,343.6,71.4,41.4,50.1,0.8399999737739563,-1,-1,-1
6870,4791,352.5,62.6,35.9,43.6,0.6700000166893005,-1,-1,-1
6885,4791,360.5,60.0,27.5,33.6,0.10000000149011612,-1,-1,-1
7380,4805,218.5,19.2,14.5,27.7,0.6399999856948853,-1,-1,-1
7395,4805,221.4,18.4,12.5,23.9,0.3799999952316284,-1,-1,-1
7410,4805,223.3,16.4,11.5,22.0,0.46000000834465027,-1,-1,-1
7425,4805,225.9,15.4,9.7,18.6,0.12999999523162842,-1,-1,-1
7440,4805,229.8,14.4,9.0,17.4,0.49000000953674316,-1,-1,-1
7455,4805,233.1,12.8,8.6,16.6,0.36000001430511475,-1,-1,-1
7470,4805,235.0,11.8,8.2,16.1,0.4000000059604645,-1,-1,-1
7485,4805,236.2,10.8,7.3,14.3,0.5799999833106995,-1,-1,-1
7575,4811,183.0,51.4,29.2,55.4,0.8600000143051147,-1,-1,-1
7590,4811,188.2,41.7,25.8,49.3,0.6800000071525574,-1,-1,-1
7605,4811,190.5,32.7,18.8,35.6,0.6000000238418579,-1,-1,-1
7620,4811,195.3,26.3,17.7,33.7,0.8100000023841858,-1,-1,-1
7635,4811,199.7,23.1,15.2,28.8,0.8100000023841858,-1,-1,-1
7635,4815,215.7,23.7,12.8,30.5,0.8100000023841858,-1,-1,-1
